300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120 
300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120 
300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120 
300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120 

1300 1560 1560 1560 1800 1800 1040 650 600 195 390 720 900 227 260 720 
1430	1716	1716	1716	1980	1980	1144	715	660	214.5	429	792	990	249.7	286	792 
2430	2716	2716	2716	1980	1980	1144	715	660	1214.5	429	792	990	1249.7	1286	792 
2430	2716	2716	2716	1980	1980	1144	715	660	1214.5	429	792	990	1249.7	886	792 

6 6 6 6 6 6 6 4 4 1 1 4 4 1 1 4 
6 6 6 6 6 6 6 4 4 1 1 4 4 1 1 4 
6 6 6 6 6 6 6 4 4 1 1 4 4 1 1 4 
6 6 6 6 6 6 6 4 4 1 1 4 4 1 1 4 

5 5 5 5 5 5 5 3 3 1 1 3 3 1 1 3 
5 5 5 5 5 5 5 3 3 1 1 3 3 1 1 3 
5 5 5 5 5 5 5 3 3 1 1 3 3 1 1 3 
5 5 5 5 5 5 5 3 3 1 1 3 3 1 1 3 

9 9 9 9 9 9 9 8 8 3 3 6 6 3 3 4 
9 9 9 9 9 9 9 8 8 3 3 6 6 3 3 4 
9 9 9 9 9 9 9 8 8 3 3 6 6 3 3 4 
9 9 9 9 9 9 9 8 8 3 3 6 6 3 3 4 

5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5		

825 650 950 960 900 750 950 550 550 30 12 625 550 30 12 440
825 650 950 960 900 750 950 550 550 30 12 625 550 30 12 440 
825 650 950 960 900 750 950 550 550 30 12 625 550 30 12 440 
825 650 950 960 900 750 950 550 550 30 12 625 550 30 12 440  

2877 2110 3050 3160 3000 2850 3250 1920 1730 40 37 1805 2250 55 32 1640
2877 2110 3050 3160 3000 2850 3250 1920 1730 40 37 1805 2250 55 32 1640 
2877 2110 3050 3160 3000 2850 3250 1920 1730 40 37 1805 2250 55 32 1640 
2877 2110 3050 3160 3000 2850 3250 1920 1730 40 37 1805 2250 55 32 1640 

500 600 600 600 700 700 400 200 200 50 100 250 350 125 90 150
500 600 600 600 700 700 400 200 200 50 100 250 350 125 90 150 
850.5	950.6	950.6	950.6	693	693	400.4	250.25	231	425.075	150.15	277.2	346.5	437.395	450.1	277.2 
1215	1358	1358	1358	990	990	572	357.5	330	607.25	214.5	396	495	624.85	443	396
 
250	300	300	300	375	375	200	125	125	35	75	150	175	45	50	125
250	300	300	300	375	375	200	125	125	35	75	150	175	45	50	125
250	300	300	300	375	375	200	125	125	35	75	150	175	45	50	125
250	300	300	300	375	375	200	125	125	35	75	150	175	45	50	125
0.0015 0.0016 0.0016 0.0016 0.0013 0.0013 0.0015 0.0015 0.0015 0.0019 0.0018 0.0017 0.0015 0.0019 0.0018 0.0017 
0.0015 0.0016 0.0016 0.0016 0.0013 0.0013 0.0015 0.0015 0.0015 0.0019 0.0018 0.0017 0.0015 0.0019 0.0018 0.0017 
0.00195	0.00208	0.00208	0.00208	0.00169	0.00169	0.00195	0.00195	0.00195	0.00247	0.00234	0.00221	0.00195	0.00247	0.00234	0.00221
0.00195	0.00208	0.00208	0.00208	0.00169	0.00169	0.00195	0.00195	0.00195	0.00247	0.00234	0.00221	0.00195	0.00247	0.00234	0.00221

8.752 7.654 7.654 7.654 6.052 6.052 9.072 8.752 8.752 12.54 11.62 9.543 8.352 13 14.62 9.543
8.752 7.654 7.654 7.654 6.052 6.052 9.072 8.752 8.752 12.54 11.62 9.543 8.352 13 14.62 9.543
11.3776	9.9502	9.9502	9.9502	7.8676	7.8676	11.7936	11.3776	11.3776	16.302	15.106	12.4059	10.8576	16.9	19.006	12.4059
11.3776	9.9502	9.9502	9.9502	7.8676	7.8676	11.7936	11.3776	11.3776	16.302	15.106	12.4059	10.8576	16.9	19.006	12.4059

1013.7082 1216.4498 1216.4498 1216.4498 1403.5959 1403.5959 810.96652 731.25 467.8653 608.22489 304.11245 561.43836 701.79795 708.03615 810.96652 561.43836
1013.7082 1216.4498 1216.4498 1216.4498 1403.5959 1403.5959 810.96652 731.25 467.8653 608.22489 304.11245 561.43836 701.79795 708.03615 810.96652 561.43836
1317.82066	1581.38474	1581.38474	1581.38474	1824.67467	1824.67467	1054.256476	950.625	608.22489	790.692357	395.346185	729.869868	912.337335	920.446995	1054.256476	729.869868
1317.82066	1581.38474	1581.38474	1581.38474	1824.67467	1824.67467	1054.256476	950.625	608.22489	790.692357	395.346185	729.869868	912.337335	920.446995	1054.256476	729.869868

1 1 1 1 1 1 1 3 3 1 1 4 4 1 1 4 
1 1 1 1 1 1 1 3 3 1 1 4 4 1 1 4 
1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1  
1 1 1 1 1 1 1 3 3 1 1 1 1 1 1 1 

1200 1360 1360 1260 1500 1500 840 550 400 145 290 620 750 152 160 620 
1200 1360 1360 1260 1500 1500 840 550 400 145 290 620 750 152 160 620 
300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120  
300 360 360 360 300 300 240 150 100 45 90 120 150 52 60 120  

